TransactionID,CustomerID,Date,SKU,Quantity
PO-2024-10011,B2B-2504,2024-01-03,1018,3
PO-2024-10011,B2B-2504,2024-01-03,1275,2
PO-2024-10011,B2B-2504,2024-01-03,1086,3
PO-2024-10012,B2B-2013,2024-01-03,1312,6
PO-2024-10012,B2B-2013,2024-01-03,1185,6
PO-2024-10012,B2B-2013,2024-01-03,1194,2
PO-2024-10012,B2B-2013,2024-01-03,1259,6
PO-2024-10012,B2B-2013,2024-01-03,1140,2
PO-2024-10012,B2B-2013,2024-01-03,1238,2
PO-2024-10013,B2B-2189,2024-01-03,1030,4
PO-2024-10013,B2B-2189,2024-01-03,1230,3
PO-2024-10013,B2B-2189,2024-01-03,1263,2
PO-2024-10013,B2B-2189,2024-01-03,1006,17
PO-2024-10013,B2B-2189,2024-01-03,1020,20
PO-2024-10014,B2B-2238,2024-01-03,1344,4
PO-2024-10014,B2B-2238,2024-01-03,1089,21
PO-2024-10014,B2B-2238,2024-01-03,1090,39
PO-2024-10014,B2B-2238,2024-01-03,1158,6
PO-2024-10014,B2B-2238,2024-01-03,1065,42
PO-2024-10014,B2B-2238,2024-01-03,1106,51
PO-2024-10014,B2B-2238,2024-01-03,1267,6
PO-2024-10014,B2B-2238,2024-01-03,1275,4
PO-2024-10015,B2B-2438,2024-01-04,1254,6
PO-2024-10015,B2B-2438,2024-01-04,1129,6
PO-2024-10015,B2B-2438,2024-01-04,1100,60
PO-2024-10015,B2B-2438,2024-01-04,1103,24
PO-2024-10015,B2B-2438,2024-01-04,1333,4
PO-2024-10015,B2B-2438,2024-01-04,1173,6
PO-2024-10015,B2B-2438,2024-01-04,1336,6
PO-2024-10015,B2B-2438,2024-01-04,1117,6
PO-2024-10016,B2B-2670,2024-01-04,1089,33
PO-2024-10016,B2B-2670,2024-01-04,1345,4
PO-2024-10016,B2B-2670,2024-01-04,1133,6
PO-2024-10016,B2B-2670,2024-01-04,1269,2
PO-2024-10016,B2B-2670,2024-01-04,1273,4
PO-2024-10017,B2B-2580,2024-01-04,1124,3
PO-2024-10017,B2B-2580,2024-01-04,1101,20
PO-2024-10017,B2B-2580,2024-01-04,1261,3
PO-2024-10017,B2B-2580,2024-01-04,1103,6
PO-2024-10017,B2B-2580,2024-01-04,1359,2
PO-2024-10017,B2B-2580,2024-01-04,1302,3
PO-2024-10017,B2B-2580,2024-01-04,1335,1
PO-2024-10018,B2B-2118,2024-01-04,1342,3
PO-2024-10019,B2B-2575,2024-01-05,1190,2
PO-2024-10019,B2B-2575,2024-01-05,1353,2
PO-2024-10019,B2B-2575,2024-01-05,1225,6
PO-2024-10019,B2B-2575,2024-01-05,1257,6
PO-2024-10019,B2B-2575,2024-01-05,1039,33
PO-2024-10019,B2B-2575,2024-01-05,1363,4
PO-2024-10020,B2B-2723,2024-01-05,1016,7
PO-2024-10020,B2B-2723,2024-01-05,1064,10
PO-2024-10020,B2B-2723,2024-01-05,1083,10
PO-2024-10021,B2B-2369,2024-01-05,1249,2
PO-2024-10021,B2B-2369,2024-01-05,1125,3
PO-2024-10021,B2B-2369,2024-01-05,1254,3
PO-2024-10021,B2B-2369,2024-01-05,1063,8
PO-2024-10021,B2B-2369,2024-01-05,1040,14
PO-2024-10022,B2B-2666,2024-01-05,1218,2
PO-2024-10022,B2B-2666,2024-01-05,1316,3
PO-2024-10022,B2B-2666,2024-01-05,1260,2
PO-2024-10022,B2B-2666,2024-01-05,1172,2
PO-2024-10022,B2B-2666,2024-01-05,1208,1
PO-2024-10022,B2B-2666,2024-01-05,1339,2
PO-2024-10023,B2B-2685,2024-01-05,1185,2
PO-2024-10023,B2B-2685,2024-01-05,1127,3
PO-2024-10023,B2B-2685,2024-01-05,1080,15
PO-2024-10023,B2B-2685,2024-01-05,1274,2
PO-2024-10023,B2B-2685,2024-01-05,1243,1
PO-2024-10023,B2B-2685,2024-01-05,1214,3
PO-2024-10024,B2B-2430,2024-01-06,1043,54
PO-2024-10024,B2B-2430,2024-01-06,1045,39
PO-2024-10024,B2B-2430,2024-01-06,1014,57
PO-2024-10024,B2B-2430,2024-01-06,1007,6
PO-2024-10025,B2B-2610,2024-01-06,1248,3
PO-2024-10025,B2B-2610,2024-01-06,1007,4
PO-2024-10025,B2B-2610,2024-01-06,1040,4
PO-2024-10025,B2B-2610,2024-01-06,1296,3
PO-2024-10025,B2B-2610,2024-01-06,1265,1
PO-2024-10025,B2B-2610,2024-01-06,1052,20
PO-2024-10025,B2B-2610,2024-01-06,1215,1
PO-2024-10026,B2B-2422,2024-01-06,1288,6
PO-2024-10026,B2B-2422,2024-01-06,1060,18
PO-2024-10026,B2B-2422,2024-01-06,1253,2
PO-2024-10027,B2B-2713,2024-01-06,1094,8
PO-2024-10027,B2B-2713,2024-01-06,1132,2
PO-2024-10027,B2B-2713,2024-01-06,1263,2
PO-2024-10027,B2B-2713,2024-01-06,1107,17
PO-2024-10027,B2B-2713,2024-01-06,1366,3
PO-2024-10027,B2B-2713,2024-01-06,1367,2
PO-2024-10027,B2B-2713,2024-01-06,1340,2
PO-2024-10028,B2B-2266,2024-01-06,1018,45
PO-2024-10028,B2B-2266,2024-01-06,1270,2
PO-2024-10028,B2B-2266,2024-01-06,1154,4
PO-2024-10029,B2B-2797,2024-01-07,1244,6
PO-2024-10029,B2B-2797,2024-01-07,1260,4
PO-2024-10030,B2B-2669,2024-01-07,1028,12
PO-2024-10030,B2B-2669,2024-01-07,1317,3
PO-2024-10030,B2B-2669,2024-01-07,1254,3
PO-2024-10030,B2B-2669,2024-01-07,1005,18
PO-2024-10030,B2B-2669,2024-01-07,1169,1
PO-2024-10030,B2B-2669,2024-01-07,1043,17
PO-2024-10030,B2B-2669,2024-01-07,1047,14
PO-2024-10030,B2B-2669,2024-01-07,1307,1
PO-2024-10031,B2B-2560,2024-01-07,1025,18
PO-2024-10031,B2B-2560,2024-01-07,1260,6
PO-2024-10031,B2B-2560,2024-01-07,1071,6
PO-2024-10031,B2B-2560,2024-01-07,1040,27
PO-2024-10031,B2B-2560,2024-01-07,1042,33
PO-2024-10031,B2B-2560,2024-01-07,1243,2
PO-2024-10032,B2B-2713,2024-01-07,1091,14
PO-2024-10032,B2B-2713,2024-01-07,1253,3
PO-2024-10032,B2B-2713,2024-01-07,1132,2
PO-2024-10032,B2B-2713,2024-01-07,1019,2
PO-2024-10032,B2B-2713,2024-01-07,1086,11
PO-2024-10033,B2B-2710,2024-01-08,1010,7
PO-2024-10034,B2B-2366,2024-01-08,1052,5
PO-2024-10035,B2B-2537,2024-01-08,1289,6
PO-2024-10035,B2B-2537,2024-01-08,1269,4
PO-2024-10035,B2B-2537,2024-01-08,1262,6
PO-2024-10035,B2B-2537,2024-01-08,1263,2
PO-2024-10036,B2B-2273,2024-01-08,1014,45
PO-2024-10037,B2B-2474,2024-01-08,1255,1
PO-2024-10037,B2B-2474,2024-01-08,1034,16
PO-2024-10037,B2B-2474,2024-01-08,1163,1
PO-2024-10037,B2B-2474,2024-01-08,1292,1
PO-2024-10037,B2B-2474,2024-01-08,1267,2
PO-2024-10037,B2B-2474,2024-01-08,1045,17
PO-2024-10037,B2B-2474,2024-01-08,1051,18
PO-2024-10037,B2B-2474,2024-01-08,1023,3
PO-2024-10038,B2B-2783,2024-01-09,1077,11
PO-2024-10038,B2B-2783,2024-01-09,1037,8
PO-2024-10038,B2B-2783,2024-01-09,1326,3
PO-2024-10039,B2B-2464,2024-01-09,1096,18
PO-2024-10040,B2B-2001,2024-01-09,1352,4
PO-2024-10040,B2B-2001,2024-01-09,1036,15
PO-2024-10040,B2B-2001,2024-01-09,1070,6
PO-2024-10040,B2B-2001,2024-01-09,1201,2
PO-2024-10040,B2B-2001,2024-01-09,1107,21
PO-2024-10040,B2B-2001,2024-01-09,1204,2
PO-2024-10040,B2B-2001,2024-01-09,1269,4
PO-2024-10040,B2B-2001,2024-01-09,1336,6
PO-2024-10041,B2B-2585,2024-01-10,1031,57
PO-2024-10041,B2B-2585,2024-01-10,1009,9
PO-2024-10041,B2B-2585,2024-01-10,1338,2
PO-2024-10041,B2B-2585,2024-01-10,1052,18
PO-2024-10041,B2B-2585,2024-01-10,1053,39
PO-2024-10042,B2B-2187,2024-01-10,1139,4
PO-2024-10042,B2B-2187,2024-01-10,1299,4
PO-2024-10042,B2B-2187,2024-01-10,1013,6
PO-2024-10042,B2B-2187,2024-01-10,1367,4
PO-2024-10042,B2B-2187,2024-01-10,1274,4
PO-2024-10043,B2B-2737,2024-01-10,1216,4
PO-2024-10043,B2B-2737,2024-01-10,1049,9
PO-2024-10043,B2B-2737,2024-01-10,1256,6
PO-2024-10043,B2B-2737,2024-01-10,1047,42
PO-2024-10044,B2B-2771,2024-01-10,1275,2
PO-2024-10044,B2B-2771,2024-01-10,1167,2
PO-2024-10045,B2B-2095,2024-01-10,1315,6
PO-2024-10045,B2B-2095,2024-01-10,1252,4
PO-2024-10045,B2B-2095,2024-01-10,1044,18
PO-2024-10045,B2B-2095,2024-01-10,1205,6
PO-2024-10045,B2B-2095,2024-01-10,1017,9
PO-2024-10045,B2B-2095,2024-01-10,1114,6
PO-2024-10045,B2B-2095,2024-01-10,1243,2
PO-2024-10046,B2B-2240,2024-01-11,1265,6
PO-2024-10046,B2B-2240,2024-01-11,1075,48
PO-2024-10046,B2B-2240,2024-01-11,1204,6
PO-2024-10047,B2B-2367,2024-01-11,1259,3
PO-2024-10047,B2B-2367,2024-01-11,1167,2
PO-2024-10048,B2B-2165,2024-01-11,1357,6
PO-2024-10048,B2B-2165,2024-01-11,1327,6
PO-2024-10048,B2B-2165,2024-01-11,1263,6
PO-2024-10048,B2B-2165,2024-01-11,1105,18
PO-2024-10048,B2B-2165,2024-01-11,1336,2
PO-2024-10048,B2B-2165,2024-01-11,1118,4
PO-2024-10049,B2B-2681,2024-01-11,1125,1
PO-2024-10049,B2B-2681,2024-01-11,1041,4
PO-2024-10049,B2B-2681,2024-01-11,1275,3
PO-2024-10049,B2B-2681,2024-01-11,1340,2
PO-2024-10049,B2B-2681,2024-01-11,1118,2
PO-2024-10050,B2B-2253,2024-01-11,1048,51
PO-2024-10050,B2B-2253,2024-01-11,1330,2
PO-2024-10050,B2B-2253,2024-01-11,1344,6
PO-2024-10050,B2B-2253,2024-01-11,1020,24
PO-2024-10051,B2B-2272,2024-01-11,1094,9
PO-2024-10051,B2B-2272,2024-01-11,1096,3
PO-2024-10051,B2B-2272,2024-01-11,1360,1
PO-2024-10051,B2B-2272,2024-01-11,1272,2
PO-2024-10051,B2B-2272,2024-01-11,1241,1
PO-2024-10051,B2B-2272,2024-01-11,1310,3
PO-2024-10052,B2B-2475,2024-01-12,1248,1
PO-2024-10052,B2B-2475,2024-01-12,1265,3
PO-2024-10052,B2B-2475,2024-01-12,1059,14
PO-2024-10052,B2B-2475,2024-01-12,1036,12
PO-2024-10053,B2B-2041,2024-01-12,1305,1
PO-2024-10053,B2B-2041,2024-01-12,1364,1
PO-2024-10054,B2B-2566,2024-01-12,1273,2
PO-2024-10054,B2B-2566,2024-01-12,1213,6
PO-2024-10054,B2B-2566,2024-01-12,1079,36
PO-2024-10055,B2B-2654,2024-01-12,1248,1
PO-2024-10055,B2B-2654,2024-01-12,1056,5
PO-2024-10055,B2B-2654,2024-01-12,1028,14
PO-2024-10055,B2B-2654,2024-01-12,1260,3
PO-2024-10055,B2B-2654,2024-01-12,1007,3
PO-2024-10055,B2B-2654,2024-01-12,1206,1
PO-2024-10056,B2B-2509,2024-01-12,1015,2
PO-2024-10057,B2B-2186,2024-01-13,1255,1
PO-2024-10057,B2B-2186,2024-01-13,1358,2
PO-2024-10057,B2B-2186,2024-01-13,1074,19
PO-2024-10057,B2B-2186,2024-01-13,1171,1
PO-2024-10057,B2B-2186,2024-01-13,1177,2
PO-2024-10057,B2B-2186,2024-01-13,1243,3
PO-2024-10057,B2B-2186,2024-01-13,1117,2
PO-2024-10057,B2B-2186,2024-01-13,1055,16
PO-2024-10058,B2B-2617,2024-01-13,1057,12
PO-2024-10058,B2B-2617,2024-01-13,1062,19
PO-2024-10058,B2B-2617,2024-01-13,1190,3
PO-2024-10058,B2B-2617,2024-01-13,1291,3
PO-2024-10058,B2B-2617,2024-01-13,1167,1
PO-2024-10058,B2B-2617,2024-01-13,1072,12
PO-2024-10058,B2B-2617,2024-01-13,1272,1
PO-2024-10059,B2B-2011,2024-01-13,1153,4
PO-2024-10059,B2B-2011,2024-01-13,1249,4
PO-2024-10059,B2B-2011,2024-01-13,1036,9
PO-2024-10059,B2B-2011,2024-01-13,1133,2
PO-2024-10059,B2B-2011,2024-01-13,1072,24
PO-2024-10059,B2B-2011,2024-01-13,1267,6
PO-2024-10059,B2B-2011,2024-01-13,1244,6
PO-2024-10060,B2B-2150,2024-01-13,1370,2
PO-2024-10060,B2B-2150,2024-01-13,1308,4
PO-2024-10060,B2B-2150,2024-01-13,1327,6
PO-2024-10061,B2B-2283,2024-01-13,1188,1
PO-2024-10061,B2B-2283,2024-01-13,1031,7
PO-2024-10061,B2B-2283,2024-01-13,1268,3
PO-2024-10061,B2B-2283,2024-01-13,1014,6
PO-2024-10061,B2B-2283,2024-01-13,1083,14
PO-2024-10062,B2B-2412,2024-01-14,1095,5
PO-2024-10062,B2B-2412,2024-01-14,1072,7
PO-2024-10062,B2B-2412,2024-01-14,1329,3
PO-2024-10062,B2B-2412,2024-01-14,1013,2
PO-2024-10062,B2B-2412,2024-01-14,1079,4
PO-2024-10062,B2B-2412,2024-01-14,1339,2
PO-2024-10063,B2B-2251,2024-01-14,1029,4
PO-2024-10063,B2B-2251,2024-01-14,1055,14
PO-2024-10064,B2B-2188,2024-01-14,1005,18
PO-2024-10064,B2B-2188,2024-01-14,1101,19
PO-2024-10064,B2B-2188,2024-01-14,1104,10
PO-2024-10064,B2B-2188,2024-01-14,1076,13
PO-2024-10064,B2B-2188,2024-01-14,1014,19
PO-2024-10064,B2B-2188,2024-01-14,1339,3
PO-2024-10064,B2B-2188,2024-01-14,1340,1
PO-2024-10065,B2B-2060,2024-01-14,1040,17
PO-2024-10065,B2B-2060,2024-01-14,1065,11
PO-2024-10065,B2B-2060,2024-01-14,1348,1
PO-2024-10066,B2B-2227,2024-01-15,1132,2
PO-2024-10066,B2B-2227,2024-01-15,1078,48
PO-2024-10066,B2B-2227,2024-01-15,1271,4
PO-2024-10067,B2B-2070,2024-01-15,1122,2
PO-2024-10067,B2B-2070,2024-01-15,1084,9
PO-2024-10067,B2B-2070,2024-01-15,1338,1
PO-2024-10067,B2B-2070,2024-01-15,1263,3
PO-2024-10068,B2B-2245,2024-01-15,1220,2
PO-2024-10068,B2B-2245,2024-01-15,1316,6
PO-2024-10068,B2B-2245,2024-01-15,1031,24
PO-2024-10068,B2B-2245,2024-01-15,1260,4
PO-2024-10068,B2B-2245,2024-01-15,1134,4
PO-2024-10068,B2B-2245,2024-01-15,1363,6
PO-2024-10069,B2B-2108,2024-01-15,1257,2
PO-2024-10070,B2B-2293,2024-01-15,1096,3
PO-2024-10070,B2B-2293,2024-01-15,1060,13
PO-2024-10071,B2B-2439,2024-01-15,1251,3
PO-2024-10071,B2B-2439,2024-01-15,1027,10
PO-2024-10071,B2B-2439,2024-01-15,1029,11
PO-2024-10071,B2B-2439,2024-01-15,1319,3
PO-2024-10071,B2B-2439,2024-01-15,1265,1
PO-2024-10071,B2B-2439,2024-01-15,1046,16
PO-2024-10071,B2B-2439,2024-01-15,1303,3
PO-2024-10071,B2B-2439,2024-01-15,1078,6
PO-2024-10072,B2B-2537,2024-01-16,1256,6
PO-2024-10072,B2B-2537,2024-01-16,1131,6
PO-2024-10072,B2B-2537,2024-01-16,1070,6
PO-2024-10072,B2B-2537,2024-01-16,1008,15
PO-2024-10072,B2B-2537,2024-01-16,1073,57
PO-2024-10072,B2B-2537,2024-01-16,1143,6
PO-2024-10072,B2B-2537,2024-01-16,1050,42
PO-2024-10072,B2B-2537,2024-01-16,1116,2
PO-2024-10073,B2B-2563,2024-01-16,1249,4
PO-2024-10073,B2B-2563,2024-01-16,1252,4
PO-2024-10073,B2B-2563,2024-01-16,1256,4
PO-2024-10073,B2B-2563,2024-01-16,1039,24
PO-2024-10073,B2B-2563,2024-01-16,1277,4
PO-2024-10073,B2B-2563,2024-01-16,1054,42
PO-2024-10074,B2B-2149,2024-01-16,1255,4
PO-2024-10074,B2B-2149,2024-01-16,1031,18
PO-2024-10074,B2B-2149,2024-01-16,1004,27
PO-2024-10074,B2B-2149,2024-01-16,1166,4
PO-2024-10074,B2B-2149,2024-01-16,1326,4
PO-2024-10075,B2B-2286,2024-01-16,1313,3
PO-2024-10075,B2B-2286,2024-01-16,1003,13
PO-2024-10075,B2B-2286,2024-01-16,1036,7
PO-2024-10075,B2B-2286,2024-01-16,1165,3
PO-2024-10075,B2B-2286,2024-01-16,1294,3
PO-2024-10075,B2B-2286,2024-01-16,1269,1
PO-2024-10075,B2B-2286,2024-01-16,1085,7
PO-2024-10076,B2B-2212,2024-01-16,1125,2
PO-2024-10076,B2B-2212,2024-01-16,1069,36
PO-2024-10076,B2B-2212,2024-01-16,1140,4
PO-2024-10076,B2B-2212,2024-01-16,1046,45
PO-2024-10076,B2B-2212,2024-01-16,1272,6
PO-2024-10076,B2B-2212,2024-01-16,1017,21
PO-2024-10077,B2B-2647,2024-01-16,1052,39
PO-2024-10078,B2B-2528,2024-01-17,1121,1
PO-2024-10078,B2B-2528,2024-01-17,1161,2
PO-2024-10078,B2B-2528,2024-01-17,1037,11
PO-2024-10078,B2B-2528,2024-01-17,1006,3
PO-2024-10078,B2B-2528,2024-01-17,1270,2
PO-2024-10078,B2B-2528,2024-01-17,1081,2
PO-2024-10079,B2B-2626,2024-01-17,1253,2
PO-2024-10080,B2B-2772,2024-01-17,1032,14
PO-2024-10080,B2B-2772,2024-01-17,1042,17
PO-2024-10080,B2B-2772,2024-01-17,1252,3
PO-2024-10080,B2B-2772,2024-01-17,1109,1
PO-2024-10081,B2B-2334,2024-01-17,1090,10
PO-2024-10081,B2B-2334,2024-01-17,1255,2
PO-2024-10081,B2B-2334,2024-01-17,1111,1
PO-2024-10081,B2B-2334,2024-01-17,1335,2
PO-2024-10082,B2B-2747,2024-01-17,1122,3
PO-2024-10082,B2B-2747,2024-01-17,1041,7
PO-2024-10082,B2B-2747,2024-01-17,1073,20
PO-2024-10082,B2B-2747,2024-01-17,1085,10
PO-2024-10082,B2B-2747,2024-01-17,1076,7
PO-2024-10082,B2B-2747,2024-01-17,1048,14
PO-2024-10082,B2B-2747,2024-01-17,1274,1
PO-2024-10082,B2B-2747,2024-01-17,1277,3
PO-2024-10083,B2B-2296,2024-01-18,1354,1
PO-2024-10083,B2B-2296,2024-01-18,1101,15
PO-2024-10083,B2B-2296,2024-01-18,1262,1
PO-2024-10083,B2B-2296,2024-01-18,1103,3
PO-2024-10083,B2B-2296,2024-01-18,1073,10
PO-2024-10083,B2B-2296,2024-01-18,1334,3
PO-2024-10083,B2B-2296,2024-01-18,1148,2
PO-2024-10084,B2B-2199,2024-01-18,1168,3
PO-2024-10084,B2B-2199,2024-01-18,1256,1
PO-2024-10084,B2B-2199,2024-01-18,1005,15
PO-2024-10085,B2B-2305,2024-01-18,1364,6
PO-2024-10085,B2B-2305,2024-01-18,1028,57
PO-2024-10086,B2B-2130,2024-01-18,1220,6
PO-2024-10086,B2B-2130,2024-01-18,1069,24
PO-2024-10086,B2B-2130,2024-01-18,1274,4
PO-2024-10086,B2B-2130,2024-01-18,1051,60
PO-2024-10086,B2B-2130,2024-01-18,1021,27
PO-2024-10086,B2B-2130,2024-01-18,1054,15
PO-2024-10086,B2B-2130,2024-01-18,1183,6
PO-2024-10087,B2B-2620,2024-01-18,1098,14
PO-2024-10087,B2B-2620,2024-01-18,1367,1
PO-2024-10087,B2B-2620,2024-01-18,1071,14
PO-2024-10088,B2B-2771,2024-01-19,1269,2
PO-2024-10088,B2B-2771,2024-01-19,1332,6
PO-2024-10088,B2B-2771,2024-01-19,1061,60
PO-2024-10088,B2B-2771,2024-01-19,1068,24
PO-2024-10089,B2B-2506,2024-01-19,1288,4
PO-2024-10089,B2B-2506,2024-01-19,1017,21
PO-2024-10089,B2B-2506,2024-01-19,1279,2
PO-2024-10090,B2B-2404,2024-01-19,1274,3
PO-2024-10090,B2B-2404,2024-01-19,1266,1
PO-2024-10090,B2B-2404,2024-01-19,1017,5
PO-2024-10090,B2B-2404,2024-01-19,1306,2
PO-2024-10090,B2B-2404,2024-01-19,1022,10
PO-2024-10091,B2B-2791,2024-01-19,1346,4
PO-2024-10091,B2B-2791,2024-01-19,1358,6
PO-2024-10091,B2B-2791,2024-01-19,1328,6
PO-2024-10091,B2B-2791,2024-01-19,1010,42
PO-2024-10091,B2B-2791,2024-01-19,1142,2
PO-2024-10091,B2B-2791,2024-01-19,1273,2
PO-2024-10091,B2B-2791,2024-01-19,1020,45
PO-2024-10092,B2B-2137,2024-01-19,1080,3
PO-2024-10092,B2B-2137,2024-01-19,1065,17
PO-2024-10093,B2B-2309,2024-01-19,1218,1
PO-2024-10093,B2B-2309,2024-01-19,1090,20
PO-2024-10093,B2B-2309,2024-01-19,1262,3
PO-2024-10093,B2B-2309,2024-01-19,1359,1
PO-2024-10094,B2B-2676,2024-01-20,1064,2
PO-2024-10094,B2B-2676,2024-01-20,1257,1
PO-2024-10094,B2B-2676,2024-01-20,1074,7
PO-2024-10094,B2B-2676,2024-01-20,1236,1
PO-2024-10094,B2B-2676,2024-01-20,1012,4
PO-2024-10094,B2B-2676,2024-01-20,1083,6
PO-2024-10095,B2B-2781,2024-01-20,1036,20
PO-2024-10095,B2B-2781,2024-01-20,1060,17
PO-2024-10095,B2B-2781,2024-01-20,1261,3
PO-2024-10095,B2B-2781,2024-01-20,1030,4
PO-2024-10096,B2B-2682,2024-01-20,1006,42
PO-2024-10096,B2B-2682,2024-01-20,1072,42
PO-2024-10096,B2B-2682,2024-01-20,1104,21
PO-2024-10096,B2B-2682,2024-01-20,1042,42
PO-2024-10096,B2B-2682,2024-01-20,1362,2
PO-2024-10096,B2B-2682,2024-01-20,1018,45
PO-2024-10097,B2B-2799,2024-01-20,1088,27
PO-2024-10097,B2B-2799,2024-01-20,1105,15
PO-2024-10097,B2B-2799,2024-01-20,1091,57
PO-2024-10098,B2B-2266,2024-01-21,1050,36
PO-2024-10099,B2B-2656,2024-01-21,1065,10
PO-2024-10099,B2B-2656,2024-01-21,1132,1
PO-2024-10099,B2B-2656,2024-01-21,1269,3
PO-2024-10099,B2B-2656,2024-01-21,1263,2
PO-2024-10100,B2B-2368,2024-01-21,1283,6
PO-2024-10100,B2B-2368,2024-01-21,1156,6
PO-2024-10100,B2B-2368,2024-01-21,1252,4
PO-2024-10100,B2B-2368,2024-01-21,1199,4
PO-2024-10100,B2B-2368,2024-01-21,1079,12
PO-2024-10100,B2B-2368,2024-01-21,1051,51
PO-2024-10100,B2B-2368,2024-01-21,1020,12
PO-2024-10101,B2B-2486,2024-01-21,1152,2
PO-2024-10101,B2B-2486,2024-01-21,1169,1
PO-2024-10101,B2B-2486,2024-01-21,1264,2
PO-2024-10101,B2B-2486,2024-01-21,1227,1
PO-2024-10102,B2B-2695,2024-01-21,1061,18
PO-2024-10102,B2B-2695,2024-01-21,1341,1
PO-2024-10103,B2B-2005,2024-01-21,1026,6
PO-2024-10103,B2B-2005,2024-01-21,1068,11
PO-2024-10103,B2B-2005,2024-01-21,1197,2
PO-2024-10103,B2B-2005,2024-01-21,1103,20
PO-2024-10103,B2B-2005,2024-01-21,1043,5
PO-2024-10103,B2B-2005,2024-01-21,1270,1
PO-2024-10103,B2B-2005,2024-01-21,1343,2
PO-2024-10104,B2B-2767,2024-01-21,1015,27
PO-2024-10105,B2B-2446,2024-01-22,1134,2
PO-2024-10105,B2B-2446,2024-01-22,1263,3
PO-2024-10105,B2B-2446,2024-01-22,1104,16
PO-2024-10105,B2B-2446,2024-01-22,1366,1
PO-2024-10105,B2B-2446,2024-01-22,1047,3
PO-2024-10105,B2B-2446,2024-01-22,1018,15
PO-2024-10106,B2B-2256,2024-01-22,1353,3
PO-2024-10106,B2B-2256,2024-01-22,1073,18
PO-2024-10106,B2B-2256,2024-01-22,1169,2
PO-2024-10106,B2B-2256,2024-01-22,1253,1
PO-2024-10107,B2B-2031,2024-01-22,1116,2
PO-2024-10107,B2B-2031,2024-01-22,1255,4
PO-2024-10108,B2B-2603,2024-01-22,1313,2
PO-2024-10108,B2B-2603,2024-01-22,1057,10
PO-2024-10108,B2B-2603,2024-01-22,1029,19
PO-2024-10108,B2B-2603,2024-01-22,1067,11
PO-2024-10108,B2B-2603,2024-01-22,1293,2
PO-2024-10108,B2B-2603,2024-01-22,1019,14
PO-2024-10109,B2B-2376,2024-01-22,1094,6
PO-2024-10109,B2B-2376,2024-01-22,1256,1
PO-2024-10109,B2B-2376,2024-01-22,1331,3
PO-2024-10109,B2B-2376,2024-01-22,1236,1
PO-2024-10109,B2B-2376,2024-01-22,1301,1
PO-2024-10109,B2B-2376,2024-01-22,1046,18
PO-2024-10110,B2B-2259,2024-01-22,1288,2
