CustomerID,SKU,quantity,recency,frequency,monetary,class_COMPUTER SUPPLIES,class_OFFICE SUPPLIES,class_SCHOOL SUPPLIES,class_SMART TV,interaction_count,avg_quantity,avg_price
B2B-2000,1196,6,172,81,511884.98,40,41,0,0,62,2.629032258064516,1036.73
B2B-2000,1205,2,172,81,511884.98,40,41,0,0,87,2.67816091954023,53.87
B2B-2000,1214,6,172,81,511884.98,40,41,0,0,76,2.973684210526316,116.3
B2B-2000,1222,2,172,81,511884.98,40,41,0,0,74,2.810810810810811,147.36
B2B-2000,1228,6,172,81,511884.98,40,41,0,0,82,2.8658536585365852,193.98
B2B-2000,1229,4,172,81,511884.98,40,41,0,0,73,2.8219178082191783,196.85
B2B-2000,1252,2,172,81,511884.98,40,41,0,0,357,2.708683473389356,309.08
B2B-2000,1256,6,172,81,511884.98,40,41,0,0,370,2.8594594594594596,309.97
B2B-2000,1257,2,172,81,511884.98,40,41,0,0,370,2.9135135135135135,318.59
B2B-2000,1258,2,172,81,511884.98,40,41,0,0,346,2.867052023121387,306.8
B2B-2000,1262,4,172,81,511884.98,40,41,0,0,354,2.76271186440678,321.22
B2B-2000,1263,6,172,81,511884.98,40,41,0,0,350,2.8,330.97
B2B-2000,1265,2,172,81,511884.98,40,41,0,0,351,2.8347578347578346,362.5
B2B-2000,1266,8,172,81,511884.98,40,41,0,0,351,2.7264957264957266,387.97
B2B-2000,1267,8,172,81,511884.98,40,41,0,0,343,2.7988338192419824,373.1
B2B-2000,1269,4,172,81,511884.98,40,41,0,0,393,2.8040712468193383,383.01
B2B-2000,1270,6,172,81,511884.98,40,41,0,0,361,2.6592797783933517,403.19
B2B-2000,1271,6,172,81,511884.98,40,41,0,0,303,2.782178217821782,380.62
B2B-2000,1273,6,172,81,511884.98,40,41,0,0,357,2.7927170868347337,415.04
B2B-2000,1274,4,172,81,511884.98,40,41,0,0,385,2.9324675324675327,400.68
B2B-2000,1276,6,172,81,511884.98,40,41,0,0,62,2.7903225806451615,409.84
B2B-2000,1292,6,172,81,511884.98,40,41,0,0,85,2.929411764705882,495.87
B2B-2000,1312,4,172,81,511884.98,40,41,0,0,93,2.7311827956989245,608.04
B2B-2000,1319,16,172,81,511884.98,40,41,0,0,86,2.9069767441860463,617.69
B2B-2001,1005,27,176,66,539605.1,21,13,19,13,172,18.773255813953487,68.41
B2B-2001,1012,15,176,66,539605.1,21,13,19,13,212,20.90566037735849,82.24
B2B-2001,1021,30,176,66,539605.1,21,13,19,13,190,20.96842105263158,130.95
B2B-2001,1023,48,176,66,539605.1,21,13,19,13,222,19.26126126126126,126.46
B2B-2001,1029,42,176,66,539605.1,21,13,19,13,190,18.089473684210525,157.1
B2B-2001,1031,42,176,66,539605.1,21,13,19,13,175,18.622857142857143,166.35
B2B-2001,1036,15,176,66,539605.1,21,13,19,13,189,20.433862433862434,211.71
B2B-2001,1042,42,176,66,539605.1,21,13,19,13,199,19.5678391959799,252.25
B2B-2001,1049,51,176,66,539605.1,21,13,19,13,179,18.731843575418996,289.28
B2B-2001,1057,6,176,66,539605.1,21,13,19,13,187,19.689839572192515,303.46
B2B-2001,1060,21,176,66,539605.1,21,13,19,13,178,18.314606741573034,324.29
B2B-2001,1070,6,176,66,539605.1,21,13,19,13,193,19.419689119170986,371.57
B2B-2001,1077,48,176,66,539605.1,21,13,19,13,206,19.00485436893204,441.2
B2B-2001,1088,87,176,66,539605.1,21,13,19,13,150,20.606666666666666,456.6
B2B-2001,1089,54,176,66,539605.1,21,13,19,13,152,18.79605263157895,481.57
B2B-2001,1091,57,176,66,539605.1,21,13,19,13,165,20.363636363636363,469.98
B2B-2001,1093,6,176,66,539605.1,21,13,19,13,160,20.6375,495.13
B2B-2001,1095,54,176,66,539605.1,21,13,19,13,140,16.785714285714285,502.66
B2B-2001,1097,51,176,66,539605.1,21,13,19,13,148,17.64864864864865,521.65
B2B-2001,1098,51,176,66,539605.1,21,13,19,13,157,18.802547770700638,515.33
B2B-2001,1100,108,176,66,539605.1,21,13,19,13,144,20.0625,510.32
B2B-2001,1101,63,176,66,539605.1,21,13,19,13,138,18.22463768115942,530.96
B2B-2001,1102,24,176,66,539605.1,21,13,19,13,127,18.669291338582678,556.4
B2B-2001,1103,18,176,66,539605.1,21,13,19,13,136,17.830882352941178,560.43
B2B-2001,1104,36,176,66,539605.1,21,13,19,13,147,19.19047619047619,537.84
B2B-2001,1105,84,176,66,539605.1,21,13,19,13,166,20.198795180722893,571.83
B2B-2001,1107,21,176,66,539605.1,21,13,19,13,122,19.28688524590164,573.89
B2B-2001,1121,4,176,66,539605.1,21,13,19,13,90,2.9555555555555557,638.79
B2B-2001,1144,6,176,66,539605.1,21,13,19,13,90,2.933333333333333,730.04
B2B-2001,1150,2,176,66,539605.1,21,13,19,13,68,2.9411764705882355,763.99
B2B-2001,1161,6,176,66,539605.1,21,13,19,13,83,2.7951807228915664,829.46
B2B-2001,1176,2,176,66,539605.1,21,13,19,13,90,2.522222222222222,900.55
B2B-2001,1185,6,176,66,539605.1,21,13,19,13,76,3.013157894736842,950.44
B2B-2001,1195,4,176,66,539605.1,21,13,19,13,81,2.6296296296296298,1033.03
B2B-2001,1201,2,176,66,539605.1,21,13,19,13,78,2.730769230769231,42.08
B2B-2001,1204,2,176,66,539605.1,21,13,19,13,59,2.6779661016949152,64.04
B2B-2001,1218,2,176,66,539605.1,21,13,19,13,74,2.7027027027027026,112.79
B2B-2001,1225,2,176,66,539605.1,21,13,19,13,95,2.905263157894737,162.19
B2B-2001,1253,2,176,66,539605.1,21,13,19,13,348,2.836206896551724,310.59
B2B-2001,1262,6,176,66,539605.1,21,13,19,13,354,2.76271186440678,321.22
B2B-2001,1263,10,176,66,539605.1,21,13,19,13,350,2.8,330.97
B2B-2001,1264,2,176,66,539605.1,21,13,19,13,355,2.7943661971830984,338.44
B2B-2001,1268,2,176,66,539605.1,21,13,19,13,329,2.7872340425531914,396.11
B2B-2001,1269,4,176,66,539605.1,21,13,19,13,393,2.8040712468193383,383.01
B2B-2001,1273,4,176,66,539605.1,21,13,19,13,357,2.7927170868347337,415.04
B2B-2001,1283,4,176,66,539605.1,21,13,19,13,74,2.918918918918919,471.14
B2B-2001,1320,4,176,66,539605.1,21,13,19,13,61,2.557377049180328,639.34
B2B-2001,1329,4,176,66,539605.1,21,13,19,13,146,2.5273972602739727,674.51
B2B-2001,1332,6,176,66,539605.1,21,13,19,13,131,2.8473282442748094,706.95
B2B-2001,1335,4,176,66,539605.1,21,13,19,13,153,2.954248366013072,717.51
B2B-2001,1336,6,176,66,539605.1,21,13,19,13,138,2.898550724637681,701.34
B2B-2001,1338,4,176,66,539605.1,21,13,19,13,168,2.8154761904761907,742.78
B2B-2001,1339,4,176,66,539605.1,21,13,19,13,167,2.970059880239521,735.19
B2B-2001,1348,2,176,66,539605.1,21,13,19,13,158,2.930379746835443,764.52
B2B-2001,1350,6,176,66,539605.1,21,13,19,13,143,2.762237762237762,806.73
B2B-2001,1352,4,176,66,539605.1,21,13,19,13,164,2.8536585365853657,807.33
B2B-2001,1354,6,176,66,539605.1,21,13,19,13,134,2.8955223880597014,802.16
B2B-2001,1359,2,176,66,539605.1,21,13,19,13,160,2.75625,832.16
B2B-2001,1368,6,176,66,539605.1,21,13,19,13,133,2.9774436090225564,861.14
B2B-2001,1369,4,176,66,539605.1,21,13,19,13,142,2.852112676056338,858.8
B2B-2002,1006,14,25,99,166642.28,36,29,0,34,179,19.00558659217877,69.16
B2B-2002,1007,20,25,99,166642.28,36,29,0,34,205,18.478048780487804,59.1
B2B-2002,1008,9,25,99,166642.28,36,29,0,34,208,20.846153846153847,99.64
B2B-2002,1011,20,25,99,166642.28,36,29,0,34,210,18.557142857142857,81.96
B2B-2002,1015,8,25,99,166642.28,36,29,0,34,200,19.385,91.56
B2B-2002,1017,8,25,99,166642.28,36,29,0,34,199,20.256281407035175,132.69
B2B-2002,1018,13,25,99,166642.28,36,29,0,34,209,20.138755980861244,113.07
B2B-2002,1022,10,25,99,166642.28,36,29,0,34,218,18.692660550458715,162.7
B2B-2002,1026,16,25,99,166642.28,36,29,0,34,208,19.125,142.72
B2B-2002,1027,10,25,99,166642.28,36,29,0,34,197,20.934010152284262,175.98
B2B-2002,1030,9,25,99,166642.28,36,29,0,34,198,18.272727272727273,163.04
B2B-2002,1034,19,25,99,166642.28,36,29,0,34,187,20.40106951871658,224.58
B2B-2002,1038,31,25,99,166642.28,36,29,0,34,181,20.093922651933703,208.89
B2B-2002,1039,10,25,99,166642.28,36,29,0,34,192,20.322916666666668,222.7
B2B-2002,1045,14,25,99,166642.28,36,29,0,34,204,20.333333333333332,267.29
B2B-2002,1046,7,25,99,166642.28,36,29,0,34,196,21.183673469387756,274.27
B2B-2002,1053,23,25,99,166642.28,36,29,0,34,200,19.15,279.64
B2B-2002,1061,12,25,99,166642.28,36,29,0,34,201,20.084577114427862,338.04
B2B-2002,1062,9,25,99,166642.28,36,29,0,34,215,20.306976744186045,339.63
B2B-2002,1063,10,25,99,166642.28,36,29,0,34,191,18.86387434554974,355.91
B2B-2002,1064,16,25,99,166642.28,36,29,0,34,166,19.132530120481928,342.1
B2B-2002,1072,20,25,99,166642.28,36,29,0,34,204,21.67156862745098,405.81
B2B-2002,1073,27,25,99,166642.28,36,29,0,34,223,19.869955156950674,387.12
B2B-2002,1080,3,25,99,166642.28,36,29,0,34,201,20.333333333333332,417.93
B2B-2002,1114,3,25,99,166642.28,36,29,0,34,73,2.9178082191780823,603.63
B2B-2002,1133,2,25,99,166642.28,36,29,0,34,81,3.246913580246914,685.82
B2B-2002,1143,2,25,99,166642.28,36,29,0,34,85,2.6470588235294117,743.18
B2B-2002,1165,2,25,99,166642.28,36,29,0,34,64,2.796875,883.67
B2B-2002,1167,1,25,99,166642.28,36,29,0,34,81,2.567901234567901,872.05
B2B-2002,1176,3,25,99,166642.28,36,29,0,34,90,2.522222222222222,900.55
B2B-2002,1186,1,25,99,166642.28,36,29,0,34,66,2.621212121212121,977.26
B2B-2002,1192,3,25,99,166642.28,36,29,0,34,79,2.8987341772151898,999.29
B2B-2002,1193,2,25,99,166642.28,36,29,0,34,69,3.101449275362319,1015.67
B2B-2002,1194,3,25,99,166642.28,36,29,0,34,78,2.6153846153846154,981.38
B2B-2002,1199,2,25,99,166642.28,36,29,0,34,98,2.7448979591836733,1041.92
B2B-2002,1207,1,25,99,166642.28,36,29,0,34,70,2.6142857142857143,46.66
B2B-2002,1212,1,25,99,166642.28,36,29,0,34,77,2.779220779220779,103.01
B2B-2002,1215,3,25,99,166642.28,36,29,0,34,79,2.721518987341772,91.13
B2B-2002,1242,1,25,99,166642.28,36,29,0,34,73,2.547945205479452,268.32
B2B-2002,1248,2,25,99,166642.28,36,29,0,34,80,2.9125,299.96
B2B-2002,1254,3,25,99,166642.28,36,29,0,34,394,2.730964467005076,290.31
B2B-2002,1255,1,25,99,166642.28,36,29,0,34,380,2.857894736842105,288.77
B2B-2002,1256,3,25,99,166642.28,36,29,0,34,370,2.8594594594594596,309.97
B2B-2002,1257,1,25,99,166642.28,36,29,0,34,370,2.9135135135135135,318.59
B2B-2002,1264,3,25,99,166642.28,36,29,0,34,355,2.7943661971830984,338.44
B2B-2002,1266,1,25,99,166642.28,36,29,0,34,351,2.7264957264957266,387.97
B2B-2002,1268,2,25,99,166642.28,36,29,0,34,329,2.7872340425531914,396.11
B2B-2002,1270,4,25,99,166642.28,36,29,0,34,361,2.6592797783933517,403.19
B2B-2002,1273,3,25,99,166642.28,36,29,0,34,357,2.7927170868347337,415.04
B2B-2002,1274,3,25,99,166642.28,36,29,0,34,385,2.9324675324675327,400.68
B2B-2002,1275,1,25,99,166642.28,36,29,0,34,351,2.9145299145299144,422.74
B2B-2002,1288,1,25,99,166642.28,36,29,0,34,77,2.9740259740259742,465.8
B2B-2002,1289,3,25,99,166642.28,36,29,0,34,77,3.051948051948052,473.63
B2B-2002,1290,2,25,99,166642.28,36,29,0,34,73,2.643835616438356,490.63
B2B-2002,1291,1,25,99,166642.28,36,29,0,34,76,2.5657894736842106,477.47
B2B-2002,1310,1,25,99,166642.28,36,29,0,34,87,2.67816091954023,568.26
B2B-2002,1313,2,25,99,166642.28,36,29,0,34,87,3.0689655172413794,590.39
B2B-2002,1320,1,25,99,166642.28,36,29,0,34,61,2.557377049180328,639.34
B2B-2002,1327,5,25,99,166642.28,36,29,0,34,142,2.9014084507042255,674.18
B2B-2002,1328,3,25,99,166642.28,36,29,0,34,121,2.9421487603305785,684.92
B2B-2002,1329,3,25,99,166642.28,36,29,0,34,146,2.5273972602739727,674.51
B2B-2002,1331,3,25,99,166642.28,36,29,0,34,150,2.7466666666666666,692.39
B2B-2002,1333,1,25,99,166642.28,36,29,0,34,145,2.593103448275862,689.08
B2B-2002,1334,1,25,99,166642.28,36,29,0,34,157,2.789808917197452,724.57
B2B-2002,1335,8,25,99,166642.28,36,29,0,34,153,2.954248366013072,717.51
B2B-2002,1339,1,25,99,166642.28,36,29,0,34,167,2.970059880239521,735.19
B2B-2002,1341,4,25,99,166642.28,36,29,0,34,123,2.8536585365853657,715.65
B2B-2002,1342,2,25,99,166642.28,36,29,0,34,138,2.891304347826087,743.94
B2B-2002,1344,6,25,99,166642.28,36,29,0,34,164,2.676829268292683,733.79
B2B-2002,1345,3,25,99,166642.28,36,29,0,34,146,2.691780821917808,781.19
B2B-2002,1346,2,25,99,166642.28,36,29,0,34,167,2.712574850299401,777.71
B2B-2002,1347,2,25,99,166642.28,36,29,0,34,152,2.8026315789473686,777.85
B2B-2002,1349,3,25,99,166642.28,36,29,0,34,166,2.789156626506024,770.18
B2B-2002,1351,1,25,99,166642.28,36,29,0,34,155,2.8774193548387097,769.64
B2B-2002,1352,3,25,99,166642.28,36,29,0,34,164,2.8536585365853657,807.33
B2B-2002,1355,1,25,99,166642.28,36,29,0,34,130,2.8384615384615386,795.12
B2B-2002,1359,2,25,99,166642.28,36,29,0,34,160,2.75625,832.16
B2B-2002,1362,4,25,99,166642.28,36,29,0,34,148,2.8175675675675675,823.08
B2B-2002,1363,1,25,99,166642.28,36,29,0,34,148,2.891891891891892,870.25
B2B-2002,1366,7,25,99,166642.28,36,29,0,34,150,2.9133333333333336,863.17
B2B-2002,1367,4,25,99,166642.28,36,29,0,34,157,2.700636942675159,894.43
B2B-2003,1011,57,65,62,300394.22,27,23,0,12,210,18.557142857142857,81.96
B2B-2003,1015,15,65,62,300394.22,27,23,0,12,200,19.385,91.56
B2B-2003,1022,36,65,62,300394.22,27,23,0,12,218,18.692660550458715,162.7
B2B-2003,1025,9,65,62,300394.22,27,23,0,12,204,18.348039215686274,149.71
B2B-2003,1030,57,65,62,300394.22,27,23,0,12,198,18.272727272727273,163.04
B2B-2003,1034,75,65,62,300394.22,27,23,0,12,187,20.40106951871658,224.58
B2B-2003,1035,18,65,62,300394.22,27,23,0,12,212,18.754716981132077,204.72
B2B-2003,1036,6,65,62,300394.22,27,23,0,12,189,20.433862433862434,211.71
B2B-2003,1041,21,65,62,300394.22,27,23,0,12,214,18.69626168224299,234.25
B2B-2003,1046,57,65,62,300394.22,27,23,0,12,196,21.183673469387756,274.27
B2B-2003,1049,63,65,62,300394.22,27,23,0,12,179,18.731843575418996,289.28
B2B-2003,1054,18,65,62,300394.22,27,23,0,12,182,18.653846153846153,321.66
B2B-2003,1061,36,65,62,300394.22,27,23,0,12,201,20.084577114427862,338.04
B2B-2003,1073,78,65,62,300394.22,27,23,0,12,223,19.869955156950674,387.12
B2B-2003,1074,30,65,62,300394.22,27,23,0,12,181,18.834254143646408,419.66
B2B-2003,1076,18,65,62,300394.22,27,23,0,12,193,19.585492227979273,432.08
B2B-2003,1077,51,65,62,300394.22,27,23,0,12,206,19.00485436893204,441.2
B2B-2003,1079,36,65,62,300394.22,27,23,0,12,195,19.405128205128204,448.78
B2B-2003,1084,9,65,62,300394.22,27,23,0,12,206,19.16504854368932,458.15
B2B-2003,1087,60,65,62,300394.22,27,23,0,12,217,19.774193548387096,456.18
B2B-2003,1121,2,65,62,300394.22,27,23,0,12,90,2.9555555555555557,638.79
B2B-2003,1139,4,65,62,300394.22,27,23,0,12,83,2.9397590361445785,710.34
B2B-2003,1146,4,65,62,300394.22,27,23,0,12,67,2.791044776119403,754.47
B2B-2003,1147,2,65,62,300394.22,27,23,0,12,68,2.8529411764705883,764.01
B2B-2003,1153,4,65,62,300394.22,27,23,0,12,69,2.9130434782608696,796.69
B2B-2003,1192,4,65,62,300394.22,27,23,0,12,79,2.8987341772151898,999.29
B2B-2003,1216,4,65,62,300394.22,27,23,0,12,75,2.8266666666666667,116.99
B2B-2003,1233,2,65,62,300394.22,27,23,0,12,71,2.971830985915493,200.08
B2B-2003,1234,6,65,62,300394.22,27,23,0,12,77,2.961038961038961,209.93
B2B-2003,1235,4,65,62,300394.22,27,23,0,12,67,2.656716417910448,214.37
B2B-2003,1245,6,65,62,300394.22,27,23,0,12,70,2.7714285714285714,238.35
B2B-2003,1246,6,65,62,300394.22,27,23,0,12,89,2.5730337078651684,254.74
B2B-2003,1253,14,65,62,300394.22,27,23,0,12,348,2.836206896551724,310.59
B2B-2003,1254,2,65,62,300394.22,27,23,0,12,394,2.730964467005076,290.31
B2B-2003,1260,2,65,62,300394.22,27,23,0,12,352,2.8380681818181817,331.24
B2B-2003,1264,6,65,62,300394.22,27,23,0,12,355,2.7943661971830984,338.44
B2B-2003,1268,4,65,62,300394.22,27,23,0,12,329,2.7872340425531914,396.11
B2B-2003,1269,8,65,62,300394.22,27,23,0,12,393,2.8040712468193383,383.01
B2B-2003,1272,6,65,62,300394.22,27,23,0,12,341,2.7888563049853374,418.41
B2B-2003,1286,6,65,62,300394.22,27,23,0,12,82,3.073170731707317,456.74
B2B-2003,1293,2,65,62,300394.22,27,23,0,12,95,2.6842105263157894,514.85
B2B-2003,1299,6,65,62,300394.22,27,23,0,12,80,2.875,543.77
B2B-2003,1304,6,65,62,300394.22,27,23,0,12,70,2.7,535.49
B2B-2003,1335,6,65,62,300394.22,27,23,0,12,153,2.954248366013072,717.51
B2B-2003,1340,4,65,62,300394.22,27,23,0,12,155,2.6516129032258067,739.56
B2B-2003,1342,2,65,62,300394.22,27,23,0,12,138,2.891304347826087,743.94
B2B-2003,1353,6,65,62,300394.22,27,23,0,12,142,2.795774647887324,814.04
B2B-2003,1355,4,65,62,300394.22,27,23,0,12,130,2.8384615384615386,795.12
B2B-2003,1357,10,65,62,300394.22,27,23,0,12,163,2.6319018404907975,818.84
B2B-2003,1362,2,65,62,300394.22,27,23,0,12,148,2.8175675675675675,823.08
B2B-2003,1365,4,65,62,300394.22,27,23,0,12,152,2.9539473684210527,835.85
B2B-2003,1367,2,65,62,300394.22,27,23,0,12,157,2.700636942675159,894.43
B2B-2004,1011,14,167,52,92463.21,26,16,0,10,210,18.557142857142857,81.96
B2B-2004,1012,6,167,52,92463.21,26,16,0,10,212,20.90566037735849,82.24
B2B-2004,1026,5,167,52,92463.21,26,16,0,10,208,19.125,142.72
B2B-2004,1027,25,167,52,92463.21,26,16,0,10,197,20.934010152284262,175.98
B2B-2004,1031,5,167,52,92463.21,26,16,0,10,175,18.622857142857143,166.35
B2B-2004,1043,18,167,52,92463.21,26,16,0,10,183,21.7103825136612,240.54
B2B-2004,1044,4,167,52,92463.21,26,16,0,10,188,19.829787234042552,257.13
B2B-2004,1045,25,167,52,92463.21,26,16,0,10,204,20.333333333333332,267.29
B2B-2004,1052,4,167,52,92463.21,26,16,0,10,196,19.841836734693878,305.54
B2B-2004,1062,13,167,52,92463.21,26,16,0,10,215,20.306976744186045,339.63
B2B-2004,1069,20,167,52,92463.21,26,16,0,10,196,19.163265306122447,391.93
B2B-2004,1071,17,167,52,92463.21,26,16,0,10,209,20.129186602870814,372.83
B2B-2004,1075,17,167,52,92463.21,26,16,0,10,195,20.384615384615383,401.39
B2B-2004,1077,18,167,52,92463.21,26,16,0,10,206,19.00485436893204,441.2
B2B-2004,1111,3,167,52,92463.21,26,16,0,10,76,2.710526315789474,594.89
B2B-2004,1113,2,167,52,92463.21,26,16,0,10,68,2.823529411764706,576.95
B2B-2004,1124,2,167,52,92463.21,26,16,0,10,88,2.522727272727273,650.89
B2B-2004,1142,1,167,52,92463.21,26,16,0,10,70,2.7142857142857144,736.81
B2B-2004,1144,2,167,52,92463.21,26,16,0,10,90,2.933333333333333,730.04
B2B-2004,1162,3,167,52,92463.21,26,16,0,10,69,2.8550724637681157,848.17
B2B-2004,1213,3,167,52,92463.21,26,16,0,10,66,3.015151515151515,118.1
B2B-2004,1218,1,167,52,92463.21,26,16,0,10,74,2.7027027027027026,112.79
B2B-2004,1220,2,167,52,92463.21,26,16,0,10,79,2.5822784810126582,138.77
B2B-2004,1226,2,167,52,92463.21,26,16,0,10,76,2.8157894736842106,154.75
B2B-2004,1231,2,167,52,92463.21,26,16,0,10,59,2.6440677966101696,197.92
B2B-2004,1236,3,167,52,92463.21,26,16,0,10,70,3.0142857142857142,217.51
B2B-2004,1252,1,167,52,92463.21,26,16,0,10,357,2.708683473389356,309.08
B2B-2004,1255,1,167,52,92463.21,26,16,0,10,380,2.857894736842105,288.77
B2B-2004,1256,4,167,52,92463.21,26,16,0,10,370,2.8594594594594596,309.97
B2B-2004,1261,1,167,52,92463.21,26,16,0,10,342,2.7514619883040936,363.36
B2B-2004,1262,2,167,52,92463.21,26,16,0,10,354,2.76271186440678,321.22
B2B-2004,1265,1,167,52,92463.21,26,16,0,10,351,2.8347578347578346,362.5
B2B-2004,1266,2,167,52,92463.21,26,16,0,10,351,2.7264957264957266,387.97
B2B-2004,1267,2,167,52,92463.21,26,16,0,10,343,2.7988338192419824,373.1
B2B-2004,1292,1,167,52,92463.21,26,16,0,10,85,2.929411764705882,495.87
B2B-2004,1305,3,167,52,92463.21,26,16,0,10,71,2.7183098591549295,565.8
B2B-2004,1310,2,167,52,92463.21,26,16,0,10,87,2.67816091954023,568.26
B2B-2004,1315,1,167,52,92463.21,26,16,0,10,81,2.5308641975308643,595.12
B2B-2004,1326,3,167,52,92463.21,26,16,0,10,75,2.933333333333333,650.8
B2B-2004,1329,2,167,52,92463.21,26,16,0,10,146,2.5273972602739727,674.51
B2B-2004,1331,3,167,52,92463.21,26,16,0,10,150,2.7466666666666666,692.39
B2B-2004,1332,3,167,52,92463.21,26,16,0,10,131,2.8473282442748094,706.95
B2B-2004,1333,1,167,52,92463.21,26,16,0,10,145,2.593103448275862,689.08
B2B-2004,1342,3,167,52,92463.21,26,16,0,10,138,2.891304347826087,743.94
B2B-2004,1343,2,167,52,92463.21,26,16,0,10,157,2.738853503184713,761.38
B2B-2004,1353,2,167,52,92463.21,26,16,0,10,142,2.795774647887324,814.04
B2B-2004,1355,3,167,52,92463.21,26,16,0,10,130,2.8384615384615386,795.12
B2B-2004,1365,2,167,52,92463.21,26,16,0,10,152,2.9539473684210527,835.85
B2B-2004,1370,1,167,52,92463.21,26,16,0,10,135,2.6148148148148147,892.13
B2B-2005,1014,3,124,48,119168.09,16,10,10,12,195,21.23076923076923,111.09
B2B-2005,1026,6,124,48,119168.09,16,10,10,12,208,19.125,142.72
B2B-2005,1028,4,124,48,119168.09,16,10,10,12,202,19.95049504950495,171.41
B2B-2005,1041,3,124,48,119168.09,16,10,10,12,214,18.69626168224299,234.25
B2B-2005,1043,5,124,48,119168.09,16,10,10,12,183,21.7103825136612,240.54
B2B-2005,1053,5,124,48,119168.09,16,10,10,12,200,19.15,279.64
B2B-2005,1068,22,124,48,119168.09,16,10,10,12,180,20.094444444444445,368.83
B2B-2005,1073,4,124,48,119168.09,16,10,10,12,223,19.869955156950674,387.12
B2B-2005,1079,7,124,48,119168.09,16,10,10,12,195,19.405128205128204,448.78
B2B-2005,1088,18,124,48,119168.09,16,10,10,12,150,20.606666666666666,456.6
B2B-2005,1091,19,124,48,119168.09,16,10,10,12,165,20.363636363636363,469.98
